"row_number","Host","Parasitoid","Temp","Rep","Individuals","HPD","Vial"
45130,"SUL","C",20,6,33,"H",378
45131,"SUL","C",20,6,34,"H",378
45132,"SUL","C",20,6,35,"H",378
45133,"SUL","C",20,6,36,"H",378
45134,"SUL","C",20,6,37,"H",378
45135,"SUL","C",20,6,38,"H",378
45136,"SUL","C",20,6,39,"H",378
45137,"SUL","C",20,6,40,"H",378
45138,"SUL","C",20,6,41,"H",378
45139,"SUL","C",20,6,42,"H",378
45140,"SUL","C",20,6,43,"H",378
45141,"SUL","C",20,6,44,"H",378
45142,"SUL","C",20,6,45,"H",378
45143,"SUL","C",20,6,46,"H",378
45144,"SUL","C",20,6,47,"H",378
45145,"SUL","C",20,6,48,"H",378
45146,"SUL","C",20,6,49,"H",378
45147,"SUL","C",20,6,50,"H",378
45148,"SUL","C",20,7,1,"H",381
45149,"SUL","C",20,7,2,"H",381
45150,"SUL","C",20,7,3,"H",381
45151,"SUL","C",20,7,4,"H",381
45152,"SUL","C",20,7,5,"H",381
45153,"SUL","C",20,7,6,"H",381
45154,"SUL","C",20,7,7,"H",381
45155,"SUL","C",20,7,8,"H",381
45156,"SUL","C",20,7,9,"H",381
45157,"SUL","C",20,7,10,"H",381
45158,"SUL","C",20,7,11,"H",381
45159,"SUL","C",20,7,12,"H",381
45160,"SUL","C",20,7,13,"H",381
45161,"SUL","C",20,7,14,"H",381
45162,"SUL","C",20,7,15,"H",381
45163,"SUL","C",20,7,16,"H",381
45164,"SUL","C",20,7,17,"H",381
45165,"SUL","C",20,7,18,"H",381
45166,"SUL","C",20,7,19,"H",381
45167,"SUL","C",20,7,20,"H",381
45168,"SUL","C",20,7,21,"H",381
45169,"SUL","C",20,7,22,"H",381
45170,"SUL","C",20,7,23,"H",381
45171,"SUL","C",20,7,24,"H",381
45172,"SUL","C",20,7,25,"H",381
45173,"SUL","C",20,7,26,"H",381
45174,"SUL","C",20,7,27,"H",381
45175,"SUL","C",20,7,28,"H",381
45176,"SUL","C",20,7,29,"H",381
45177,"SUL","C",20,7,30,"H",381
45178,"SUL","C",20,7,31,"H",381
45179,"SUL","C",20,7,32,"H",381
45180,"SUL","C",20,7,33,"H",381
45181,"SUL","C",20,7,34,"H",381
45182,"SUL","C",20,7,35,"H",381
45183,"SUL","C",20,7,36,"H",381
45184,"SUL","C",20,7,37,"H",381
45185,"SUL","C",20,7,38,"H",381
45186,"SUL","C",20,7,39,"H",381
45187,"SUL","C",20,7,40,"H",381
45188,"SUL","C",20,7,41,"H",381
45189,"SUL","C",20,7,42,"H",381
45190,"SUL","C",20,7,43,"H",381
45191,"SUL","C",20,7,44,"H",381
45192,"SUL","C",20,7,45,"D",381
45193,"SUL","C",20,7,46,"D",381
45194,"SUL","C",20,7,47,"D",381
45195,"SUL","C",20,7,48,"D",381
45196,"SUL","C",20,7,49,"D",381
45197,"SUL","C",20,7,50,"D",381
45198,"SUL","C",20,8,1,"H",384
45199,"SUL","C",20,8,2,"H",384
45200,"SUL","C",20,8,3,"H",384
45201,"SUL","C",20,8,4,"H",384
45202,"SUL","C",20,8,5,"H",384
45203,"SUL","C",20,8,6,"H",384
45204,"SUL","C",20,8,7,"H",384
45205,"SUL","C",20,8,8,"H",384
45206,"SUL","C",20,8,9,"H",384
45207,"SUL","C",20,8,10,"H",384
45208,"SUL","C",20,8,11,"H",384
45209,"SUL","C",20,8,12,"H",384
45210,"SUL","C",20,8,13,"H",384
45211,"SUL","C",20,8,14,"H",384
45212,"SUL","C",20,8,15,"H",384
45213,"SUL","C",20,8,16,"H",384
45214,"SUL","C",20,8,17,"H",384
45215,"SUL","C",20,8,18,"H",384
45216,"SUL","C",20,8,19,"H",384
45217,"SUL","C",20,8,20,"H",384
45218,"SUL","C",20,8,21,"H",384
45219,"SUL","C",20,8,22,"H",384
45220,"SUL","C",20,8,23,"H",384
45221,"SUL","C",20,8,24,"H",384
45222,"SUL","C",20,8,25,"H",384
45223,"SUL","C",20,8,26,"H",384
45224,"SUL","C",20,8,27,"H",384
45225,"SUL","C",20,8,28,"H",384
45226,"SUL","C",20,8,29,"H",384
45227,"SUL","C",20,8,30,"H",384
45228,"SUL","C",20,8,31,"H",384
45229,"SUL","C",20,8,32,"H",384
45230,"SUL","C",20,8,33,"H",384
45231,"SUL","C",20,8,34,"H",384
45232,"SUL","C",20,8,35,"H",384
45233,"SUL","C",20,8,36,"H",384
45234,"SUL","C",20,8,37,"H",384
45235,"SUL","C",20,8,38,"H",384
45236,"SUL","C",20,8,39,"H",384
45237,"SUL","C",20,8,40,"H",384
45238,"SUL","C",20,8,41,"H",384
45239,"SUL","C",20,8,42,"H",384
45240,"SUL","C",20,8,43,"H",384
45241,"SUL","C",20,8,44,"H",384
45242,"SUL","C",20,8,45,"H",384
45243,"SUL","C",20,8,46,"H",384
45244,"SUL","C",20,8,47,"H",384
45245,"SUL","C",20,8,48,"H",384
45246,"SUL","C",20,8,49,"H",384
45247,"SUL","C",20,8,50,"H",384
45248,"SUL","C",20,9,1,"H",390
45249,"SUL","C",20,9,2,"H",390
45250,"SUL","C",20,9,3,"H",390
45251,"SUL","C",20,9,4,"H",390
45252,"SUL","C",20,9,5,"H",390
45253,"SUL","C",20,9,6,"H",390
45254,"SUL","C",20,9,7,"H",390
45255,"SUL","C",20,9,8,"H",390
45256,"SUL","C",20,9,9,"H",390
45257,"SUL","C",20,9,10,"H",390
45258,"SUL","C",20,9,11,"H",390
45259,"SUL","C",20,9,12,"H",390
45260,"SUL","C",20,9,13,"H",390
45261,"SUL","C",20,9,14,"H",390
45262,"SUL","C",20,9,15,"H",390
45263,"SUL","C",20,9,16,"H",390
45264,"SUL","C",20,9,17,"H",390
45265,"SUL","C",20,9,18,"H",390
45266,"SUL","C",20,9,19,"H",390
45267,"SUL","C",20,9,20,"H",390
45268,"SUL","C",20,9,21,"H",390
45269,"SUL","C",20,9,22,"H",390
45270,"SUL","C",20,9,23,"H",390
45271,"SUL","C",20,9,24,"H",390
45272,"SUL","C",20,9,25,"H",390
45273,"SUL","C",20,9,26,"H",390
45274,"SUL","C",20,9,27,"H",390
45275,"SUL","C",20,9,28,"H",390
45276,"SUL","C",20,9,29,"H",390
45277,"SUL","C",20,9,30,"H",390
45278,"SUL","C",20,9,31,"H",390
45279,"SUL","C",20,9,32,"H",390
45280,"SUL","C",20,9,33,"H",390
45281,"SUL","C",20,9,34,"H",390
45282,"SUL","C",20,9,35,"H",390
45283,"SUL","C",20,9,36,"H",390
45284,"SUL","C",20,9,37,"H",390
45285,"SUL","C",20,9,38,"H",390
45286,"SUL","C",20,9,39,"H",390
45287,"SUL","C",20,9,40,"H",390
45288,"SUL","C",20,9,41,"H",390
45289,"SUL","C",20,9,42,"H",390
45290,"SUL","C",20,9,43,"H",390
45291,"SUL","C",20,9,44,"H",390
45292,"SUL","C",20,9,45,"H",390
45293,"SUL","C",20,9,46,"D",390
45294,"SUL","C",20,9,47,"D",390
45295,"SUL","C",20,9,48,"D",390
45296,"SUL","C",20,9,49,"D",390
45297,"SUL","C",20,9,50,"D",390
45298,"SUL","C",20,10,1,"H",387
45299,"SUL","C",20,10,2,"H",387
45300,"SUL","C",20,10,3,"H",387
45301,"SUL","C",20,10,4,"H",387
45302,"SUL","C",20,10,5,"H",387
45303,"SUL","C",20,10,6,"H",387
45304,"SUL","C",20,10,7,"H",387
45305,"SUL","C",20,10,8,"H",387
45306,"SUL","C",20,10,9,"H",387
45307,"SUL","C",20,10,10,"H",387
45308,"SUL","C",20,10,11,"H",387
45309,"SUL","C",20,10,12,"H",387
45310,"SUL","C",20,10,13,"H",387
45311,"SUL","C",20,10,14,"H",387
45312,"SUL","C",20,10,15,"H",387
45313,"SUL","C",20,10,16,"H",387
45314,"SUL","C",20,10,17,"H",387
45315,"SUL","C",20,10,18,"H",387
45316,"SUL","C",20,10,19,"H",387
45317,"SUL","C",20,10,20,"H",387
45318,"SUL","C",20,10,21,"H",387
45319,"SUL","C",20,10,22,"H",387
45320,"SUL","C",20,10,23,"H",387
45321,"SUL","C",20,10,24,"H",387
45322,"SUL","C",20,10,25,"H",387
45323,"SUL","C",20,10,26,"H",387
45324,"SUL","C",20,10,27,"H",387
45325,"SUL","C",20,10,28,"H",387
45326,"SUL","C",20,10,29,"H",387
45327,"SUL","C",20,10,30,"H",387
45328,"SUL","C",20,10,31,"H",387
45329,"SUL","C",20,10,32,"H",387
45330,"SUL","C",20,10,33,"H",387
45331,"SUL","C",20,10,34,"H",387
45332,"SUL","C",20,10,35,"H",387
45333,"SUL","C",20,10,36,"H",387
45334,"SUL","C",20,10,37,"H",387
45335,"SUL","C",20,10,38,"H",387
45336,"SUL","C",20,10,39,"H",387
45337,"SUL","C",20,10,40,"H",387
45338,"SUL","C",20,10,41,"H",387
45339,"SUL","C",20,10,42,"H",387
45340,"SUL","C",20,10,43,"H",387
45341,"SUL","C",20,10,44,"H",387
45342,"SUL","C",20,10,45,"H",387
45343,"SUL","C",20,10,46,"D",387
45344,"SUL","C",20,10,47,"D",387
45345,"SUL","C",20,10,48,"D",387
45346,"SUL","C",20,10,49,"D",387
45347,"SUL","C",20,10,50,"D",387
45348,"SUL","C",24,1,1,"H",364
45349,"SUL","C",24,1,2,"H",364
45350,"SUL","C",24,1,3,"H",364
45351,"SUL","C",24,1,4,"H",364
45352,"SUL","C",24,1,5,"H",364
45353,"SUL","C",24,1,6,"H",364
45354,"SUL","C",24,1,7,"H",364
45355,"SUL","C",24,1,8,"H",364
45356,"SUL","C",24,1,9,"H",364
45357,"SUL","C",24,1,10,"H",364
45358,"SUL","C",24,1,11,"H",364
45359,"SUL","C",24,1,12,"H",364
45360,"SUL","C",24,1,13,"H",364
45361,"SUL","C",24,1,14,"H",364
45362,"SUL","C",24,1,15,"H",364
45363,"SUL","C",24,1,16,"H",364
45364,"SUL","C",24,1,17,"H",364
45365,"SUL","C",24,1,18,"H",364
45366,"SUL","C",24,1,19,"H",364
45367,"SUL","C",24,1,20,"H",364
45368,"SUL","C",24,1,21,"H",364
45369,"SUL","C",24,1,22,"H",364
45370,"SUL","C",24,1,23,"H",364
45371,"SUL","C",24,1,24,"H",364
45372,"SUL","C",24,1,25,"H",364
45373,"SUL","C",24,1,26,"H",364
45374,"SUL","C",24,1,27,"H",364
45375,"SUL","C",24,1,28,"H",364
45376,"SUL","C",24,1,29,"H",364
45377,"SUL","C",24,1,30,"H",364
45378,"SUL","C",24,1,31,"H",364
45379,"SUL","C",24,1,32,"H",364
45380,"SUL","C",24,1,33,"H",364
45381,"SUL","C",24,1,34,"H",364
45382,"SUL","C",24,1,35,"H",364
45383,"SUL","C",24,1,36,"H",364
45384,"SUL","C",24,1,37,"H",364
45385,"SUL","C",24,1,38,"H",364
45386,"SUL","C",24,1,39,"H",364
45387,"SUL","C",24,1,40,"H",364
45388,"SUL","C",24,1,41,"H",364
45389,"SUL","C",24,1,42,"H",364
45390,"SUL","C",24,1,43,"D",364
45391,"SUL","C",24,1,44,"D",364
45392,"SUL","C",24,1,45,"D",364
45393,"SUL","C",24,1,46,"D",364
45394,"SUL","C",24,1,47,"D",364
45395,"SUL","C",24,1,48,"D",364
45396,"SUL","C",24,1,49,"D",364
45397,"SUL","C",24,1,50,"D",364
45398,"SUL","C",24,2,1,"H",367
45399,"SUL","C",24,2,2,"H",367
45400,"SUL","C",24,2,3,"H",367
45401,"SUL","C",24,2,4,"H",367
45402,"SUL","C",24,2,5,"H",367
45403,"SUL","C",24,2,6,"H",367
45404,"SUL","C",24,2,7,"H",367
45405,"SUL","C",24,2,8,"H",367
45406,"SUL","C",24,2,9,"H",367
45407,"SUL","C",24,2,10,"H",367
45408,"SUL","C",24,2,11,"H",367
45409,"SUL","C",24,2,12,"H",367
45410,"SUL","C",24,2,13,"H",367
45411,"SUL","C",24,2,14,"H",367
45412,"SUL","C",24,2,15,"H",367
45413,"SUL","C",24,2,16,"H",367
45414,"SUL","C",24,2,17,"H",367
45415,"SUL","C",24,2,18,"H",367
45416,"SUL","C",24,2,19,"H",367
45417,"SUL","C",24,2,20,"H",367
45418,"SUL","C",24,2,21,"H",367
45419,"SUL","C",24,2,22,"H",367
45420,"SUL","C",24,2,23,"H",367
45421,"SUL","C",24,2,24,"H",367
45422,"SUL","C",24,2,25,"H",367
45423,"SUL","C",24,2,26,"H",367
45424,"SUL","C",24,2,27,"H",367
45425,"SUL","C",24,2,28,"H",367
45426,"SUL","C",24,2,29,"H",367
45427,"SUL","C",24,2,30,"H",367
45428,"SUL","C",24,2,31,"H",367
45429,"SUL","C",24,2,32,"H",367
45430,"SUL","C",24,2,33,"H",367
45431,"SUL","C",24,2,34,"H",367
45432,"SUL","C",24,2,35,"H",367
45433,"SUL","C",24,2,36,"H",367
45434,"SUL","C",24,2,37,"H",367
45435,"SUL","C",24,2,38,"H",367
45436,"SUL","C",24,2,39,"H",367
45437,"SUL","C",24,2,40,"H",367
45438,"SUL","C",24,2,41,"H",367
45439,"SUL","C",24,2,42,"H",367
45440,"SUL","C",24,2,43,"H",367
45441,"SUL","C",24,2,44,"D",367
45442,"SUL","C",24,2,45,"D",367
45443,"SUL","C",24,2,46,"D",367
45444,"SUL","C",24,2,47,"D",367
45445,"SUL","C",24,2,48,"D",367
45446,"SUL","C",24,2,49,"D",367
45447,"SUL","C",24,2,50,"D",367
45448,"SUL","C",24,3,1,"H",370
45449,"SUL","C",24,3,2,"H",370
45450,"SUL","C",24,3,3,"H",370
45451,"SUL","C",24,3,4,"H",370
45452,"SUL","C",24,3,5,"H",370
45453,"SUL","C",24,3,6,"H",370
45454,"SUL","C",24,3,7,"H",370
45455,"SUL","C",24,3,8,"H",370
45456,"SUL","C",24,3,9,"H",370
45457,"SUL","C",24,3,10,"H",370
45458,"SUL","C",24,3,11,"H",370
45459,"SUL","C",24,3,12,"H",370
45460,"SUL","C",24,3,13,"H",370
45461,"SUL","C",24,3,14,"H",370
45462,"SUL","C",24,3,15,"H",370
45463,"SUL","C",24,3,16,"H",370
45464,"SUL","C",24,3,17,"H",370
45465,"SUL","C",24,3,18,"H",370
45466,"SUL","C",24,3,19,"H",370
45467,"SUL","C",24,3,20,"H",370
45468,"SUL","C",24,3,21,"H",370
45469,"SUL","C",24,3,22,"H",370
45470,"SUL","C",24,3,23,"H",370
45471,"SUL","C",24,3,24,"H",370
45472,"SUL","C",24,3,25,"H",370
45473,"SUL","C",24,3,26,"H",370
45474,"SUL","C",24,3,27,"H",370
45475,"SUL","C",24,3,28,"H",370
45476,"SUL","C",24,3,29,"H",370
45477,"SUL","C",24,3,30,"H",370
45478,"SUL","C",24,3,31,"H",370
45479,"SUL","C",24,3,32,"H",370
45480,"SUL","C",24,3,33,"H",370
45481,"SUL","C",24,3,34,"H",370
45482,"SUL","C",24,3,35,"D",370
45483,"SUL","C",24,3,36,"D",370
45484,"SUL","C",24,3,37,"D",370
45485,"SUL","C",24,3,38,"D",370
45486,"SUL","C",24,3,39,"D",370
45487,"SUL","C",24,3,40,"D",370
45488,"SUL","C",24,3,41,"D",370
45489,"SUL","C",24,3,42,"D",370
45490,"SUL","C",24,3,43,"D",370
45491,"SUL","C",24,3,44,"D",370
45492,"SUL","C",24,3,45,"D",370
45493,"SUL","C",24,3,46,"D",370
45494,"SUL","C",24,3,47,"D",370
45495,"SUL","C",24,3,48,"D",370
45496,"SUL","C",24,3,49,"D",370
45497,"SUL","C",24,3,50,"D",370
45498,"SUL","C",24,4,1,"H",373
45499,"SUL","C",24,4,2,"H",373
45500,"SUL","C",24,4,3,"H",373
45501,"SUL","C",24,4,4,"H",373
45502,"SUL","C",24,4,5,"H",373
45503,"SUL","C",24,4,6,"H",373
45504,"SUL","C",24,4,7,"H",373
45505,"SUL","C",24,4,8,"H",373
45506,"SUL","C",24,4,9,"H",373
45507,"SUL","C",24,4,10,"H",373
45508,"SUL","C",24,4,11,"H",373
45509,"SUL","C",24,4,12,"H",373
45510,"SUL","C",24,4,13,"H",373
45511,"SUL","C",24,4,14,"H",373
45512,"SUL","C",24,4,15,"H",373
45513,"SUL","C",24,4,16,"H",373
45514,"SUL","C",24,4,17,"H",373
45515,"SUL","C",24,4,18,"H",373
45516,"SUL","C",24,4,19,"H",373
45517,"SUL","C",24,4,20,"H",373
45518,"SUL","C",24,4,21,"H",373
45519,"SUL","C",24,4,22,"D",373
45520,"SUL","C",24,4,23,"D",373
45521,"SUL","C",24,4,24,"D",373
45522,"SUL","C",24,4,25,"D",373
45523,"SUL","C",24,4,26,"D",373
45524,"SUL","C",24,4,27,"D",373
45525,"SUL","C",24,4,28,"D",373
45526,"SUL","C",24,4,29,"D",373
45527,"SUL","C",24,4,30,"D",373
45528,"SUL","C",24,4,31,"D",373
45529,"SUL","C",24,4,32,"D",373
45530,"SUL","C",24,4,33,"D",373
45531,"SUL","C",24,4,34,"D",373
45532,"SUL","C",24,4,35,"D",373
45533,"SUL","C",24,4,36,"D",373
45534,"SUL","C",24,4,37,"D",373
45535,"SUL","C",24,4,38,"D",373
45536,"SUL","C",24,4,39,"D",373
45537,"SUL","C",24,4,40,"D",373
45538,"SUL","C",24,4,41,"D",373
45539,"SUL","C",24,4,42,"D",373
45540,"SUL","C",24,4,43,"D",373
45541,"SUL","C",24,4,44,"D",373
45542,"SUL","C",24,4,45,"D",373
45543,"SUL","C",24,4,46,"D",373
45544,"SUL","C",24,4,47,"D",373
45545,"SUL","C",24,4,48,"D",373
45546,"SUL","C",24,4,49,"D",373
45547,"SUL","C",24,4,50,"D",373
45548,"SUL","C",24,5,1,"H",376
45549,"SUL","C",24,5,2,"H",376
45550,"SUL","C",24,5,3,"H",376
45551,"SUL","C",24,5,4,"H",376
45552,"SUL","C",24,5,5,"H",376
45553,"SUL","C",24,5,6,"H",376
45554,"SUL","C",24,5,7,"H",376
45555,"SUL","C",24,5,8,"H",376
45556,"SUL","C",24,5,9,"H",376
45557,"SUL","C",24,5,10,"H",376
45558,"SUL","C",24,5,11,"H",376
45559,"SUL","C",24,5,12,"H",376
45560,"SUL","C",24,5,13,"H",376
45561,"SUL","C",24,5,14,"H",376
45562,"SUL","C",24,5,15,"H",376
45563,"SUL","C",24,5,16,"H",376
45564,"SUL","C",24,5,17,"H",376
45565,"SUL","C",24,5,18,"H",376
45566,"SUL","C",24,5,19,"H",376
45567,"SUL","C",24,5,20,"H",376
45568,"SUL","C",24,5,21,"H",376
45569,"SUL","C",24,5,22,"H",376
45570,"SUL","C",24,5,23,"H",376
45571,"SUL","C",24,5,24,"H",376
45572,"SUL","C",24,5,25,"H",376
45573,"SUL","C",24,5,26,"H",376
45574,"SUL","C",24,5,27,"H",376
45575,"SUL","C",24,5,28,"H",376
45576,"SUL","C",24,5,29,"H",376
45577,"SUL","C",24,5,30,"H",376
45578,"SUL","C",24,5,31,"H",376
45579,"SUL","C",24,5,32,"H",376
45580,"SUL","C",24,5,33,"H",376
45581,"SUL","C",24,5,34,"H",376
45582,"SUL","C",24,5,35,"H",376
45583,"SUL","C",24,5,36,"H",376
45584,"SUL","C",24,5,37,"H",376
45585,"SUL","C",24,5,38,"H",376
45586,"SUL","C",24,5,39,"H",376
45587,"SUL","C",24,5,40,"H",376
45588,"SUL","C",24,5,41,"H",376
45589,"SUL","C",24,5,42,"H",376
45590,"SUL","C",24,5,43,"H",376
45591,"SUL","C",24,5,44,"H",376
45592,"SUL","C",24,5,45,"H",376
45593,"SUL","C",24,5,46,"H",376
45594,"SUL","C",24,5,47,"H",376
45595,"SUL","C",24,5,48,"H",376
45596,"SUL","C",24,5,49,"H",376
45597,"SUL","C",24,5,50,"H",376
45598,"SUL","C",24,6,1,"H",379
45599,"SUL","C",24,6,2,"H",379
45600,"SUL","C",24,6,3,"H",379
45601,"SUL","C",24,6,4,"H",379
45602,"SUL","C",24,6,5,"H",379
45603,"SUL","C",24,6,6,"H",379
45604,"SUL","C",24,6,7,"H",379
45605,"SUL","C",24,6,8,"H",379
45606,"SUL","C",24,6,9,"H",379
45607,"SUL","C",24,6,10,"H",379
45608,"SUL","C",24,6,11,"H",379
45609,"SUL","C",24,6,12,"H",379
45610,"SUL","C",24,6,13,"H",379
45611,"SUL","C",24,6,14,"H",379
45612,"SUL","C",24,6,15,"H",379
45613,"SUL","C",24,6,16,"H",379
45614,"SUL","C",24,6,17,"H",379
45615,"SUL","C",24,6,18,"H",379
45616,"SUL","C",24,6,19,"H",379
45617,"SUL","C",24,6,20,"H",379
45618,"SUL","C",24,6,21,"H",379
45619,"SUL","C",24,6,22,"H",379
45620,"SUL","C",24,6,23,"H",379
45621,"SUL","C",24,6,24,"H",379
45622,"SUL","C",24,6,25,"H",379
45623,"SUL","C",24,6,26,"H",379
45624,"SUL","C",24,6,27,"H",379
45625,"SUL","C",24,6,28,"H",379
45626,"SUL","C",24,6,29,"H",379
45627,"SUL","C",24,6,30,"H",379
45628,"SUL","C",24,6,31,"H",379
45629,"SUL","C",24,6,32,"H",379
45630,"SUL","C",24,6,33,"H",379
45631,"SUL","C",24,6,34,"H",379
45632,"SUL","C",24,6,35,"H",379
45633,"SUL","C",24,6,36,"H",379
45634,"SUL","C",24,6,37,"H",379
45635,"SUL","C",24,6,38,"H",379
45636,"SUL","C",24,6,39,"H",379
45637,"SUL","C",24,6,40,"H",379
45638,"SUL","C",24,6,41,"H",379
45639,"SUL","C",24,6,42,"H",379
45640,"SUL","C",24,6,43,"H",379
45641,"SUL","C",24,6,44,"H",379
45642,"SUL","C",24,6,45,"D",379
45643,"SUL","C",24,6,46,"D",379
45644,"SUL","C",24,6,47,"D",379
45645,"SUL","C",24,6,48,"D",379
45646,"SUL","C",24,6,49,"D",379
45647,"SUL","C",24,6,50,"D",379
45648,"SUL","C",24,7,1,"H",382
45649,"SUL","C",24,7,2,"H",382
45650,"SUL","C",24,7,3,"H",382
45651,"SUL","C",24,7,4,"H",382
45652,"SUL","C",24,7,5,"H",382
45653,"SUL","C",24,7,6,"H",382
45654,"SUL","C",24,7,7,"H",382
45655,"SUL","C",24,7,8,"H",382
45656,"SUL","C",24,7,9,"H",382
45657,"SUL","C",24,7,10,"H",382
45658,"SUL","C",24,7,11,"H",382
45659,"SUL","C",24,7,12,"H",382
45660,"SUL","C",24,7,13,"H",382
45661,"SUL","C",24,7,14,"H",382
45662,"SUL","C",24,7,15,"H",382
45663,"SUL","C",24,7,16,"H",382
45664,"SUL","C",24,7,17,"H",382
45665,"SUL","C",24,7,18,"H",382
45666,"SUL","C",24,7,19,"H",382
45667,"SUL","C",24,7,20,"H",382
45668,"SUL","C",24,7,21,"H",382
45669,"SUL","C",24,7,22,"H",382
45670,"SUL","C",24,7,23,"H",382
45671,"SUL","C",24,7,24,"H",382
45672,"SUL","C",24,7,25,"H",382
45673,"SUL","C",24,7,26,"H",382
45674,"SUL","C",24,7,27,"H",382
45675,"SUL","C",24,7,28,"H",382
45676,"SUL","C",24,7,29,"H",382
45677,"SUL","C",24,7,30,"H",382
45678,"SUL","C",24,7,31,"H",382
45679,"SUL","C",24,7,32,"H",382
45680,"SUL","C",24,7,33,"H",382
45681,"SUL","C",24,7,34,"H",382
45682,"SUL","C",24,7,35,"H",382
45683,"SUL","C",24,7,36,"H",382
45684,"SUL","C",24,7,37,"H",382
45685,"SUL","C",24,7,38,"H",382
45686,"SUL","C",24,7,39,"H",382
45687,"SUL","C",24,7,40,"H",382
45688,"SUL","C",24,7,41,"H",382
45689,"SUL","C",24,7,42,"H",382
45690,"SUL","C",24,7,43,"H",382
45691,"SUL","C",24,7,44,"H",382
45692,"SUL","C",24,7,45,"H",382
45693,"SUL","C",24,7,46,"H",382
45694,"SUL","C",24,7,47,"H",382
45695,"SUL","C",24,7,48,"H",382
45696,"SUL","C",24,7,49,"D",382
45697,"SUL","C",24,7,50,"D",382
45698,"SUL","C",24,8,1,"H",385
45699,"SUL","C",24,8,2,"H",385
45700,"SUL","C",24,8,3,"H",385
45701,"SUL","C",24,8,4,"H",385
45702,"SUL","C",24,8,5,"H",385
45703,"SUL","C",24,8,6,"H",385
45704,"SUL","C",24,8,7,"H",385
45705,"SUL","C",24,8,8,"H",385
45706,"SUL","C",24,8,9,"H",385
45707,"SUL","C",24,8,10,"H",385
45708,"SUL","C",24,8,11,"H",385
45709,"SUL","C",24,8,12,"H",385
45710,"SUL","C",24,8,13,"H",385
45711,"SUL","C",24,8,14,"H",385
45712,"SUL","C",24,8,15,"H",385
45713,"SUL","C",24,8,16,"H",385
45714,"SUL","C",24,8,17,"H",385
45715,"SUL","C",24,8,18,"H",385
45716,"SUL","C",24,8,19,"H",385
45717,"SUL","C",24,8,20,"H",385
45718,"SUL","C",24,8,21,"H",385
45719,"SUL","C",24,8,22,"H",385
45720,"SUL","C",24,8,23,"H",385
45721,"SUL","C",24,8,24,"H",385
45722,"SUL","C",24,8,25,"H",385
45723,"SUL","C",24,8,26,"H",385
45724,"SUL","C",24,8,27,"H",385
45725,"SUL","C",24,8,28,"H",385
45726,"SUL","C",24,8,29,"H",385
45727,"SUL","C",24,8,30,"H",385
45728,"SUL","C",24,8,31,"H",385
45729,"SUL","C",24,8,32,"H",385
45730,"SUL","C",24,8,33,"H",385
45731,"SUL","C",24,8,34,"H",385
45732,"SUL","C",24,8,35,"H",385
45733,"SUL","C",24,8,36,"H",385
45734,"SUL","C",24,8,37,"H",385
45735,"SUL","C",24,8,38,"H",385
45736,"SUL","C",24,8,39,"H",385
45737,"SUL","C",24,8,40,"H",385
45738,"SUL","C",24,8,41,"H",385
45739,"SUL","C",24,8,42,"H",385
45740,"SUL","C",24,8,43,"H",385
45741,"SUL","C",24,8,44,"H",385
45742,"SUL","C",24,8,45,"H",385
45743,"SUL","C",24,8,46,"H",385
45744,"SUL","C",24,8,47,"H",385
45745,"SUL","C",24,8,48,"H",385
45746,"SUL","C",24,8,49,"H",385
45747,"SUL","C",24,8,50,"H",385
45748,"SUL","C",24,9,1,"H",391
45749,"SUL","C",24,9,2,"H",391
45750,"SUL","C",24,9,3,"H",391
45751,"SUL","C",24,9,4,"H",391
45752,"SUL","C",24,9,5,"H",391
45753,"SUL","C",24,9,6,"H",391
45754,"SUL","C",24,9,7,"H",391
45755,"SUL","C",24,9,8,"H",391
45756,"SUL","C",24,9,9,"H",391
45757,"SUL","C",24,9,10,"H",391
45758,"SUL","C",24,9,11,"H",391
45759,"SUL","C",24,9,12,"H",391
45760,"SUL","C",24,9,13,"H",391
45761,"SUL","C",24,9,14,"H",391
45762,"SUL","C",24,9,15,"H",391
45763,"SUL","C",24,9,16,"H",391
45764,"SUL","C",24,9,17,"H",391
45765,"SUL","C",24,9,18,"H",391
45766,"SUL","C",24,9,19,"H",391
45767,"SUL","C",24,9,20,"H",391
45768,"SUL","C",24,9,21,"H",391
45769,"SUL","C",24,9,22,"H",391
45770,"SUL","C",24,9,23,"H",391
45771,"SUL","C",24,9,24,"H",391
45772,"SUL","C",24,9,25,"H",391
45773,"SUL","C",24,9,26,"H",391
45774,"SUL","C",24,9,27,"H",391
45775,"SUL","C",24,9,28,"H",391
45776,"SUL","C",24,9,29,"H",391
45777,"SUL","C",24,9,30,"H",391
45778,"SUL","C",24,9,31,"H",391
45779,"SUL","C",24,9,32,"H",391
45780,"SUL","C",24,9,33,"H",391
45781,"SUL","C",24,9,34,"H",391
45782,"SUL","C",24,9,35,"H",391
45783,"SUL","C",24,9,36,"H",391
45784,"SUL","C",24,9,37,"H",391
45785,"SUL","C",24,9,38,"H",391
45786,"SUL","C",24,9,39,"H",391
45787,"SUL","C",24,9,40,"H",391
45788,"SUL","C",24,9,41,"D",391
45789,"SUL","C",24,9,42,"D",391
45790,"SUL","C",24,9,43,"D",391
45791,"SUL","C",24,9,44,"D",391
45792,"SUL","C",24,9,45,"D",391
45793,"SUL","C",24,9,46,"D",391
